PJN_PRODUCT_FEED_BASIC 
Alyssa Legging	722457821198	https://www.ellie.com/products/alyssa-legging-2	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_11_16_Ellie_DecBox_Akii_Gabby_250.jpg?v=1512098462				19.99		Balance	Leggings
Alyssa Legging	722457821204	https://www.ellie.com/products/alyssa-legging-2	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_11_16_Ellie_DecBox_Akii_Gabby_250.jpg?v=1512098462				19.99		Balance	Leggings
Amanda Sports Bra	722457801688	https://www.ellie.com/products/amanda-sports-bra	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_11_16_Ellie_DecBox_Akii_Gabby_165.jpg?v=1512069060				17.99		Marika	Sports Bra
Amanda Sports Bra	722457801695	https://www.ellie.com/products/amanda-sports-bra	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_11_16_Ellie_DecBox_Akii_Gabby_165.jpg?v=1512069060				17.99		Marika	Sports Bra
Amanda Sports Bra	722457801701	https://www.ellie.com/products/amanda-sports-bra	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_11_16_Ellie_DecBox_Akii_Gabby_165.jpg?v=1512069060				17.99		Marika	Sports Bra
Amanda Sports Bra	722457801718	https://www.ellie.com/products/amanda-sports-bra	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_11_16_Ellie_DecBox_Akii_Gabby_165.jpg?v=1512069060				17.99		Marika	Sports Bra
Amanda Sports Bra	722457801725	https://www.ellie.com/products/amanda-sports-bra	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_11_16_Ellie_DecBox_Akii_Gabby_165.jpg?v=1512069060				17.99		Marika	Sports Bra
Angela Cardigan (heather black)	722457831050	https://www.ellie.com/products/angela-cardigan-heather-black	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-513142270.jpg?v=1517475547	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
Angela Cardigan (heather black)	722457831067	https://www.ellie.com/products/angela-cardigan-heather-black	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-513142270.jpg?v=1517475547	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
Angela Cardigan (heather black)	722457831074	https://www.ellie.com/products/angela-cardigan-heather-black	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-513142270.jpg?v=1517475547	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
Angela Cardigan (heather black)	722457831081	https://www.ellie.com/products/angela-cardigan-heather-black	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-513142270.jpg?v=1517475547	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
Angela Cardigan (heather grey)	722457831012	https://www.ellie.com/products/angela-cardigan-heather-grey	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-626142113.jpg?v=1517512146	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
Angela Cardigan (heather grey)	722457831029	https://www.ellie.com/products/angela-cardigan-heather-grey	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-626142113.jpg?v=1517512146	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
Angela Cardigan (heather grey)	722457831036	https://www.ellie.com/products/angela-cardigan-heather-grey	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-626142113.jpg?v=1517512146	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
Angela Cardigan (heather grey)	722457831043	https://www.ellie.com/products/angela-cardigan-heather-grey	https://cdn.shopify.com/s/files/1/1565/8379/products/PLJ0240A-626142113.jpg?v=1517512146	 Open Front Jersey 88% Polyester, 12% Spandex Long Sleeves Contrast Cuff  29 Length Machine Wash 			19.99		Peace & Pearls	Tops
April Box	722457572960	https://www.ellie.com/products/april-box	https://cdn.shopify.com/s/files/1/1565/8379/products/5_446ef867-4a80-4676-93e6-40fb9c55c687.jpg?v=1491850686				49.95		EllieActive	
Arabella Legging	722457740215	https://www.ellie.com/products/arabella-legging-plus-size	https://cdn.shopify.com/s/files/1/1565/8379/products/BPL0319A-001114530_12017_11_24_Curves_staci.jpg?v=1511817702				19.99		Balance	Leggings
Arabella Legging	722457740222	https://www.ellie.com/products/arabella-legging-plus-size	https://cdn.shopify.com/s/files/1/1565/8379/products/BPL0319A-001114530_12017_11_24_Curves_staci.jpg?v=1511817702				19.99		Balance	Leggings
Arabella Legging	722457740239	https://www.ellie.com/products/arabella-legging-plus-size	https://cdn.shopify.com/s/files/1/1565/8379/products/BPL0319A-001114530_12017_11_24_Curves_staci.jpg?v=1511817702				19.99		Balance	Leggings
Aspire Tee (starry night)	722457823482	https://www.ellie.com/products/aspire-tee-starry-night	https://cdn.shopify.com/s/files/1/1565/8379/products/BLT08787_4P5_27866.jpg?v=1524856885	 Aspire Tee Plunging Back Neckline Slub Jersey 87% Polyester, 13% Rayon VNeck Relax Fit 26 Length Crisscross Back Detail Machine Wash 			19.99		Balance	Tops
Aspire Tee (starry night)	722457823321	https://www.ellie.com/products/aspire-tee-starry-night	https://cdn.shopify.com/s/files/1/1565/8379/products/BLT08787_4P5_27866.jpg?v=1524856885	 Aspire Tee Plunging Back Neckline Slub Jersey 87% Polyester, 13% Rayon VNeck Relax Fit 26 Length Crisscross Back Detail Machine Wash 			19.99		Balance	Tops
Aspire Tee (starry night)	722457823338	https://www.ellie.com/products/aspire-tee-starry-night	https://cdn.shopify.com/s/files/1/1565/8379/products/BLT08787_4P5_27866.jpg?v=1524856885	 Aspire Tee Plunging Back Neckline Slub Jersey 87% Polyester, 13% Rayon VNeck Relax Fit 26 Length Crisscross Back Detail Machine Wash 			19.99		Balance	Tops
Aspire Tee (starry night)	722457823345	https://www.ellie.com/products/aspire-tee-starry-night	https://cdn.shopify.com/s/files/1/1565/8379/products/BLT08787_4P5_27866.jpg?v=1524856885	 Aspire Tee Plunging Back Neckline Slub Jersey 87% Polyester, 13% Rayon VNeck Relax Fit 26 Length Crisscross Back Detail Machine Wash 			19.99		Balance	Tops
Atomic Tee	722457780877	https://www.ellie.com/products/atomic-tee-plus-size	https://cdn.shopify.com/s/files/1/1565/8379/products/BPT1183A-40M_BPL0319A-001113918.jpg?v=1512011557				19.99		Balance	Tops
Atomic Tee	722457780884	https://www.ellie.com/products/atomic-tee-plus-size	https://cdn.shopify.com/s/files/1/1565/8379/products/BPT1183A-40M_BPL0319A-001113918.jpg?v=1512011557				19.99		Balance	Tops
Atomic Tee	722457780891	https://www.ellie.com/products/atomic-tee-plus-size	https://cdn.shopify.com/s/files/1/1565/8379/products/BPT1183A-40M_BPL0319A-001113918.jpg?v=1512011557				19.99		Balance	Tops
Back to Black - 3 Items	764204172498	https://www.ellie.com/products/back-to-black-3-items	https://cdn.shopify.com/s/files/1/1565/8379/products/Ellie_june2_1568.jpg?v=1527017240	 Intense Singlet: Our Intense singlet is an everyday basic with athletic styling.  Features contrast insets, mesh paneling, and a high scoop neck.  It’s crafted from our performance wicking PowerTek fabric so you can sweat it out in backtoback workouts. Skylar Seamless Sports Bra: Jacquard mesh panels, double strap details, and removable cup pads combine for a look that’s flattering, fashionable and functional.  Our Skylar seamless sports bra was designed to move with you for lower impact workouts. Seamless Ankle Legging: Our stretchy seamless ankle legging features a smoothing mid waist, jacquard mesh panels, and a DryWik finish to keep you feeling and looking cool all summer long.  			39.95		Ellie	
Back to Black - 5 Items	764204172481	https://www.ellie.com/products/back-to-black-5-items	https://cdn.shopify.com/s/files/1/1565/8379/products/Ellie_june2_1568_f48ce42b-6ac1-40fb-99b6-fb942c35b8aa.jpg?v=1527630603	Intense Singlet: Our Intense singlet is an everyday basic with athletic styling.  Features contrast insets, mesh paneling, and a high scoop neck.  It’s crafted from our performance wicking PowerTek fabric so you can sweat it out in backtoback workouts. Skylar Seamless Sports Bra: Jacquard mesh panels, double strap details, and removable cup pads combine for a look that’s flattering, fashionable and functional.  Our Skylar seamless sports bra was designed to move with you for lower impact workouts. Seamless Ankle Legging: Our stretchy seamless ankle legging features a smoothing mid waist, jacquard mesh panels, and a DryWik finish to keep you feeling and looking cool all summer long. Speed &amp; Agility Ladders: Get ready to sweat with our Speed &amp; Agility Ladders that quickly improve your acceleration, speed, balance and coordination.  You can easily stash them in the carry bag and train anytime and anywhere you want. Terry Wrist Bands: Perfect for all activities, our set of white Ellie terry wrist bands are designed to absorb sweat during your toughest workouts.			49.95		Ellie	
Basic High Waist Legging	722457873364	https://www.ellie.com/products/basic-high-waist-legging	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_10_20_Ellie_NovBox_Lauren104597.jpg?v=1509132663				19.99		Balance	Leggings
Basic High Waist Legging	722457873241	https://www.ellie.com/products/basic-high-waist-legging	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_10_20_Ellie_NovBox_Lauren104597.jpg?v=1509132663				19.99		Balance	Leggings
Basic High Waist Legging	722457873258	https://www.ellie.com/products/basic-high-waist-legging	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_10_20_Ellie_NovBox_Lauren104597.jpg?v=1509132663				19.99		Balance	Leggings
Basic High Waist Legging	722457873265	https://www.ellie.com/products/basic-high-waist-legging	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_10_20_Ellie_NovBox_Lauren104597.jpg?v=1509132663				19.99		Balance	Leggings
Basic High Waist Legging	722457873272	https://www.ellie.com/products/basic-high-waist-legging	https://cdn.shopify.com/s/files/1/1565/8379/products/2017_10_20_Ellie_NovBox_Lauren104597.jpg?v=1509132663				19.99		Balance	Leggings
